date,index,close_gt_sma50,close_gt_sma200
2017-02-14,23703.009766,93.75,79.16666666666666
2017-02-15,23994.869141,93.75,85.41666666666666
2017-02-16,24107.699219,91.66666666666666,68.75
2017-02-17,24033.740234,91.66666666666666,79.16666666666666
2017-02-20,24146.080078,91.66666666666666,77.08333333333334
2017-02-21,23963.630859,91.66666666666666,79.16666666666666
2017-02-22,24201.960938,91.66666666666666,83.33333333333334
2017-02-23,24114.859375,87.5,81.25
2017-02-24,23965.699219,85.41666666666666,83.33333333333334
2017-02-27,23925.050781,83.33333333333334,83.33333333333334
2017-02-28,23740.730469,83.33333333333334,79.16666666666666
2017-03-01,23776.490234,85.41666666666666,79.16666666666666
2017-03-02,23728.070313,81.25,75.0
2017-03-03,23552.720703,75.0,75.0
2016-03-14,20435.339844,85.41666666666666,18.75
2016-03-15,20288.769531,87.5,18.75
2016-03-16,20257.699219,85.41666666666666,18.75
2016-03-17,20503.810547,87.5,20.833333333333336
2016-03-18,20671.630859,87.5,27.08333333333333
2016-03-21,20684.150391,91.66666666666666,27.08333333333333
2016-03-22,20666.75,91.66666666666666,27.08333333333333
2016-03-23,20615.230469,89.58333333333334,22.916666666666664
2016-03-24,20345.609375,85.41666666666666,22.916666666666664
2016-03-29,20366.300781,85.41666666666666,22.916666666666664
2016-03-30,20803.390625,95.83333333333334,29.16666666666667
2016-03-31,20776.699219,95.83333333333334,29.16666666666667
2016-04-01,20498.919922,95.83333333333334,27.08333333333333
2016-04-05,20177.0,87.5,20.833333333333336
2016-04-06,20206.669922,89.58333333333334,25.0
2016-04-07,20266.050781,85.41666666666666,25.0
2016-04-08,20370.400391,91.66666666666666,29.16666666666667
2016-04-11,20440.810547,91.66666666666666,27.08333333333333
2016-04-12,20504.439453,91.66666666666666,27.08333333333333
2016-04-13,21158.710938,93.75,37.5
2016-04-14,21337.810547,95.83333333333334,39.58333333333333
2016-04-15,21316.470703,95.83333333333334,37.5
2016-04-18,21161.5,93.75,37.5
2016-04-19,21436.210938,95.83333333333334,45.83333333333333
2016-04-20,21236.310547,93.75,39.58333333333333
2016-04-21,21622.25,95.83333333333334,50.0
2016-04-22,21467.039063,89.58333333333334,43.75
2016-04-25,21304.439453,89.58333333333334,43.75
2016-04-26,21407.269531,83.33333333333334,54.16666666666666
2016-04-27,21361.599609,81.25,50.0
2016-04-28,21388.029297,79.16666666666666,52.08333333333334
2016-04-29,21067.050781,75.0,37.5
2016-05-03,20676.939453,64.58333333333334,29.16666666666667
2016-05-04,20525.830078,62.5,27.08333333333333
2016-05-05,20449.820313,45.83333333333333,27.08333333333333
2016-05-06,20109.869141,27.08333333333333,20.833333333333336
2016-05-09,20156.810547,35.41666666666667,20.833333333333336
2016-05-10,20242.679688,37.5,20.833333333333336
2016-05-11,20055.289063,25.0,18.75
2016-05-12,19915.460938,14.583333333333336,18.75
2016-05-13,19719.289063,12.5,16.666666666666664
2016-05-16,19883.949219,12.5,16.666666666666664
2016-05-17,20118.800781,25.0,18.75
2016-05-18,19826.410156,14.583333333333336,18.75
2016-05-19,19694.330078,6.25,18.75
2016-05-20,19852.199219,10.416666666666668,16.666666666666664
2016-05-23,19809.029297,6.25,16.666666666666664
2016-05-24,19830.429688,8.333333333333332,20.833333333333336
2016-05-25,20368.050781,29.16666666666667,29.16666666666667
2016-05-26,20397.109375,33.33333333333333,29.16666666666667
2016-05-27,20576.769531,33.33333333333333,31.25
2016-05-30,20629.390625,37.5,33.33333333333333
2016-05-31,20815.089844,43.75,37.5
2016-06-01,20760.980469,41.66666666666667,41.66666666666667
2016-06-02,20859.220703,50.0,47.91666666666667
2016-06-03,20947.240234,58.33333333333334,47.91666666666667
2016-06-06,21030.220703,62.5,52.08333333333334
2016-06-07,21328.240234,72.91666666666666,58.33333333333334
2016-06-08,21297.880859,72.91666666666666,56.25
2016-06-10,21042.640625,56.25,47.91666666666667
2016-06-13,20512.990234,33.33333333333333,37.5
2016-06-14,20387.529297,31.25,35.41666666666667
2016-06-15,20467.519531,31.25,33.33333333333333
2016-06-16,20038.419922,16.666666666666664,27.08333333333333
2016-06-17,20169.980469,22.916666666666664,27.08333333333333
2016-06-20,20510.199219,35.41666666666667,35.41666666666667
2016-06-21,20668.439453,41.66666666666667,35.41666666666667
2016-06-22,20795.119141,41.66666666666667,39.58333333333333
2016-06-23,20868.339844,43.75,41.66666666666667
2016-06-24,20259.130859,22.916666666666664,31.25
2016-06-27,20227.300781,31.25,33.33333333333333
2016-06-28,20172.460938,31.25,33.33333333333333
2016-06-29,20436.119141,37.5,35.41666666666667
2016-06-30,20794.369141,56.25,43.75
2016-07-04,21059.199219,66.66666666666666,50.0
2016-07-05,20750.720703,60.41666666666666,45.83333333333333
2016-07-06,20495.289063,45.83333333333333,39.58333333333333
2016-07-07,20706.919922,54.16666666666666,45.83333333333333
2016-07-08,20564.169922,52.08333333333334,39.58333333333333
2016-07-11,20880.5,64.58333333333334,45.83333333333333
2016-07-12,21224.740234,70.83333333333334,47.91666666666667
2016-07-13,21322.369141,72.91666666666666,52.08333333333334
2016-07-14,21561.060547,77.08333333333334,56.25
2016-07-15,21659.25,72.91666666666666,54.16666666666666
2016-07-18,21803.179688,83.33333333333334,58.33333333333334
2016-07-19,21673.199219,81.25,56.25
2016-07-20,21882.480469,85.41666666666666,58.33333333333334
2016-07-21,22000.490234,85.41666666666666,62.5
2016-07-22,21964.269531,87.5,64.58333333333334
2016-07-25,21993.439453,85.41666666666666,60.41666666666666
2016-07-26,22129.730469,87.5,64.58333333333334
2016-07-27,22218.990234,91.66666666666666,68.75
2016-07-28,22174.339844,91.66666666666666,66.66666666666666
2016-07-29,21891.369141,83.33333333333334,62.5
2016-08-01,22129.140625,89.58333333333334,64.58333333333334
2016-08-02,,89.58333333333334,64.58333333333334
2016-08-03,21739.119141,83.33333333333334,60.41666666666666
2016-08-04,21832.230469,79.16666666666666,60.41666666666666
2016-08-05,22146.089844,81.25,66.66666666666666
2016-08-08,22494.759766,89.58333333333334,75.0
2016-08-09,22465.609375,87.5,75.0
2016-08-10,22492.429688,89.58333333333334,72.91666666666666
2016-08-11,22580.550781,87.5,70.83333333333334
2016-08-12,22766.910156,91.66666666666666,77.08333333333334
2016-08-15,22932.509766,95.83333333333334,79.16666666666666
2016-08-16,22910.839844,93.75,81.25
2016-08-17,22799.779297,89.58333333333334,79.16666666666666
2016-08-18,23023.160156,89.58333333333334,83.33333333333334
2016-08-19,22937.220703,85.41666666666666,79.16666666666666
2016-08-22,22997.910156,81.25,81.25
2016-08-23,22998.929688,83.33333333333334,79.16666666666666
2016-08-24,22820.779297,79.16666666666666,79.16666666666666
2016-08-25,22814.949219,79.16666666666666,75.0
2016-08-26,22909.539063,85.41666666666666,81.25
2016-08-29,22821.339844,79.16666666666666,81.25
2016-08-30,23016.109375,83.33333333333334,83.33333333333334
2016-08-31,22976.880859,75.0,77.08333333333334
2016-09-01,23162.339844,75.0,79.16666666666666
2016-09-02,23266.699219,81.25,81.25
2015-06-03,27657.470702999995,56.25,72.91666666666666
2015-06-04,27551.890625,43.75,70.83333333333334
2015-06-05,27260.160156,37.5,68.75
2015-06-08,27316.279297000005,33.33333333333333,68.75
2015-06-09,26989.519531,29.16666666666667,60.41666666666666
2015-06-10,26687.640625,25.0,58.33333333333334
2015-06-11,26907.849609,27.08333333333333,60.41666666666666
2015-06-12,27280.539063,29.16666666666667,62.5
2015-06-15,26861.810547000005,20.833333333333336,62.5
2015-06-16,26566.699219,12.5,58.33333333333334
2015-06-17,26753.789063,16.666666666666664,62.5
2015-06-18,26694.660156,12.5,56.25
2015-06-19,26760.529297,12.5,58.33333333333334
2015-06-22,27080.849609,22.916666666666664,64.58333333333334
2015-06-23,27333.460938,33.33333333333333,68.75
2015-06-24,27404.970702999995,37.5,64.58333333333334
2015-06-25,27145.75,29.16666666666667,64.58333333333334
2015-06-26,26663.869141,14.583333333333336,62.5
2015-06-29,25966.980469,4.166666666666666,52.08333333333334
2015-06-30,26250.029297,6.25,60.41666666666666
2015-07-02,26282.320313,10.416666666666668,60.41666666666666
2015-07-03,26064.109375,6.25,54.16666666666666
2015-07-06,25236.279297,0.0,45.83333333333333
2015-07-07,24975.310547,2.083333333333333,45.83333333333333
2015-07-08,23516.560547,0.0,14.583333333333336
2015-07-09,24392.789063,0.0,31.25
2015-07-10,24901.279297,0.0,41.66666666666667
2015-07-13,25224.009766,6.25,50.0
2015-07-14,25120.910156,6.25,47.91666666666667
2015-07-15,25055.759766,6.25,41.66666666666667
2015-07-16,25162.779297,2.083333333333333,43.75
2015-07-17,25415.269531,12.5,47.91666666666667
2015-07-20,25404.810547,12.5,45.83333333333333
2015-07-21,25536.429688,18.75,52.08333333333334
2015-07-22,25282.619141,12.5,43.75
2015-07-23,25398.849609,14.583333333333336,45.83333333333333
2015-07-24,25128.509766,10.416666666666668,39.58333333333333
2015-07-27,24351.960938,4.166666666666666,27.08333333333333
2015-07-28,24503.939453,6.25,25.0
2015-07-29,24619.449219,6.25,20.833333333333336
2015-07-30,24497.980469,6.25,20.833333333333336
2015-07-31,24636.279297,14.583333333333336,27.08333333333333
2015-08-03,24411.419922,10.416666666666668,20.833333333333336
2015-08-04,24406.119141,16.666666666666664,25.0
2015-08-05,24514.160156,16.666666666666664,27.08333333333333
2015-08-06,24375.279297,16.666666666666664,20.833333333333336
2015-08-07,24552.470703,18.75,22.916666666666664
2015-08-10,24521.119141,18.75,27.08333333333333
2015-08-11,24498.210938,18.75,31.25
2015-08-12,23916.019531,14.583333333333336,16.666666666666664
2015-08-13,24018.800781,16.666666666666664,14.583333333333336
2015-08-14,23991.029297,22.916666666666664,18.75
2015-08-17,23814.650391,14.583333333333336,18.75
2015-08-18,23474.970703,14.583333333333336,10.416666666666668
2015-08-19,23167.849609,8.333333333333332,10.416666666666668
2015-08-20,22757.470703,6.25,6.25
2015-08-21,22409.619141,2.083333333333333,6.25
2015-08-24,21251.570313,2.083333333333333,4.166666666666666
2015-08-25,21404.960938,0.0,2.083333333333333
2015-08-26,21080.390625,2.083333333333333,4.166666666666666
2015-08-27,21838.539063,2.083333333333333,6.25
2015-08-28,21612.390625,2.083333333333333,4.166666666666666
2015-08-31,21670.580078,4.166666666666666,4.166666666666666
2015-09-01,21185.429688,0.0,2.083333333333333
2015-09-02,20934.939453,0.0,2.083333333333333
2015-09-04,20840.609375,0.0,2.083333333333333
2015-09-07,20583.519531,0.0,2.083333333333333
2015-09-08,21259.039063,0.0,4.166666666666666
2015-09-09,22131.310547,12.5,12.5
2015-09-10,21562.5,8.333333333333332,6.25
2015-09-11,21504.369141,8.333333333333332,6.25
2015-09-14,21561.900391,8.333333333333332,8.333333333333332
2015-09-15,21455.230469,6.25,6.25
2015-09-16,21966.660156,12.5,8.333333333333332
2015-09-17,21854.630859,10.416666666666668,6.25
2015-09-18,21920.830078,12.5,4.166666666666666
2015-09-21,21756.929688,12.5,4.166666666666666
2015-09-22,21796.580078,12.5,6.25
2015-09-23,21302.910156,4.166666666666666,2.083333333333333
2015-09-24,21095.980469,4.166666666666666,2.083333333333333
2015-09-25,21186.320313,8.333333333333332,2.083333333333333
2015-09-29,20556.599609,4.166666666666666,2.083333333333333
2015-09-30,20846.300781,8.333333333333332,2.083333333333333
2015-10-02,21506.089844,12.5,2.083333333333333
2015-10-05,21854.5,22.916666666666664,4.166666666666666
2015-10-06,21831.619141,27.08333333333333,2.083333333333333
2015-10-07,22515.759766,47.91666666666667,8.333333333333332
2015-10-08,22354.910156,41.66666666666667,6.25
2015-10-09,22458.800781,47.91666666666667,4.166666666666666
2015-10-12,22730.929688,60.41666666666666,8.333333333333332
2015-10-13,22600.460938,64.58333333333334,10.416666666666668
2015-10-14,22439.910156,62.5,10.416666666666668
2015-10-15,22888.169922,81.25,12.5
2015-10-16,23067.369141,87.5,12.5
2015-10-19,23075.609375,89.58333333333334,12.5
2015-10-20,22989.220703,85.41666666666666,12.5
2015-10-22,22845.369141,79.16666666666666,12.5
2015-10-23,23151.939453,87.5,16.666666666666664
2015-10-26,23116.25,85.41666666666666,18.75
2015-10-27,23142.730469,85.41666666666666,14.583333333333336
2015-10-28,22956.570313,81.25,18.75
2015-10-29,22819.939453,83.33333333333334,14.583333333333336
2015-10-30,22640.039063,77.08333333333334,8.333333333333332
2015-11-02,22370.039063,58.33333333333334,12.5
2015-11-03,22568.429688,68.75,12.5
2015-11-04,23053.570313,83.33333333333334,20.833333333333336
2015-11-05,23051.039063,85.41666666666666,16.666666666666664
2015-11-06,22867.330078,81.25,14.583333333333336
2015-11-09,22726.769531,70.83333333333334,12.5
2015-11-10,22401.699219,45.83333333333333,6.25
2015-11-11,22352.169922,41.66666666666667,6.25
2015-11-12,22888.919922,72.91666666666666,16.666666666666664
2015-11-13,22396.140625,43.75,6.25
2015-11-16,22010.820313,27.08333333333333,6.25
2015-11-17,22264.25,39.58333333333333,8.333333333333332
2015-11-18,22188.259766,33.33333333333333,8.333333333333332
2015-11-19,22500.220703,41.66666666666667,8.333333333333332
2015-11-20,22754.720703,58.33333333333334,14.583333333333336
2015-11-23,22665.900391,50.0,12.5
2015-11-24,22587.630859,33.33333333333333,8.333333333333332
2015-11-25,22498.0,37.5,8.333333333333332
2015-11-26,22488.939453,37.5,8.333333333333332
2015-11-27,22068.320313,25.0,6.25
2015-11-30,21996.419922,22.916666666666664,8.333333333333332
2015-12-01,22381.349609,31.25,10.416666666666668
2015-12-02,22479.689453,35.41666666666667,12.5
2015-12-03,22417.009766,31.25,12.5
2015-12-04,22235.890625,31.25,12.5
2015-12-07,22203.220703,29.16666666666667,12.5
2015-12-08,21905.130859,22.916666666666664,8.333333333333332
2015-12-09,21803.759766,20.833333333333336,12.5
2015-12-10,21704.609375,20.833333333333336,8.333333333333332
2015-12-11,21464.050781,12.5,8.333333333333332
2015-12-14,21309.849609,6.25,4.166666666666666
2015-12-15,21274.369141,6.25,6.25
2015-12-16,21701.210938,16.666666666666664,8.333333333333332
2015-12-17,21872.060547,18.75,12.5
2015-12-18,21755.560547,14.583333333333336,8.333333333333332
2015-12-21,21791.679688,12.5,10.416666666666668
2015-12-22,21830.019531,16.666666666666664,10.416666666666668
2015-12-23,22040.589844,22.916666666666664,10.416666666666668
2015-12-24,22138.130859,22.916666666666664,8.333333333333332
2015-12-28,21919.619141,18.75,8.333333333333332
2015-12-29,21999.619141,20.833333333333336,12.5
2015-12-30,21882.150391,18.75,10.416666666666668
2015-12-31,21914.400391,22.916666666666664,12.5
2016-01-04,21327.119141,6.25,4.166666666666666
2016-01-05,21188.720703,8.333333333333332,2.083333333333333
2016-01-06,20980.810547,6.25,2.083333333333333
2016-01-07,20333.339844,2.083333333333333,2.083333333333333
2016-01-08,20453.710938,4.166666666666666,2.083333333333333
2016-01-11,19888.5,2.083333333333333,2.083333333333333
2016-01-12,19711.759766,2.083333333333333,0.0
2016-01-13,19934.880859,4.166666666666666,2.083333333333333
2020-12-07,26506.849609,63.46153846153846,61.53846153846154
2016-01-14,19817.410156,0.0,2.083333333333333
2016-01-15,19520.769531,2.083333333333333,2.083333333333333
2016-01-18,19237.449219,2.083333333333333,2.083333333333333
2016-01-19,19635.810547,0.0,2.083333333333333
2016-01-28,19195.830078,4.166666666666666,0.0
2016-01-29,19683.109375,8.333333333333332,0.0
2016-02-01,19595.5,8.333333333333332,0.0
2016-02-02,19446.839844,8.333333333333332,2.083333333333333
2016-02-03,18991.589844,6.25,2.083333333333333
2016-02-04,19183.089844,4.166666666666666,4.166666666666666
2016-02-05,19288.169922,8.333333333333332,4.166666666666666
2016-02-11,18545.800781,4.166666666666666,2.083333333333333
2016-02-12,18319.580078,6.25,2.083333333333333
2016-02-15,18918.140625,12.5,4.166666666666666
2016-02-16,19122.080078,14.583333333333336,6.25
2016-02-17,18924.570313,10.416666666666668,2.083333333333333
2016-02-18,19363.080078,14.583333333333336,6.25
